Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.9560         -912.509     -917.454        4.945   308.5
5.9570         -912.515     -917.425        4.910   306.3
5.9580         -912.519     -917.389        4.870   303.8
5.9590         -912.521     -917.349        4.828   301.2
5.9600         -912.521     -917.307        4.786   298.6
5.9610         -912.519     -917.266        4.747   296.2
5.9620         -912.516     -917.229        4.713   294.1
5.9630         -912.510     -917.197        4.687   292.4
5.9640         -912.504     -917.173        4.669   291.3
5.9650         -912.497     -917.157        4.661   290.8
5.9660         -912.489     -917.152        4.662   290.9
5.9670         -912.482     -917.155        4.673   291.6
5.9680         -912.476     -917.168        4.692   292.8
5.9690         -912.470     -917.188        4.718   294.3
5.9700         -912.466     -917.214        4.747   296.2
5.9710         -912.464     -917.243        4.778   298.1
5.9720         -912.463     -917.271        4.808   300.0
5.9730         -912.464     -917.298        4.834   301.6
5.9740         -912.465     -917.320        4.854   302.9
5.9750         -912.468     -917.334        4.866   303.6
5.9760         -912.471     -917.341        4.870   303.8
5.9770         -912.474     -917.338        4.864   303.5
5.9780         -912.476     -917.327        4.851   302.6
5.9790         -912.478     -917.309        4.830   301.4
5.9800         -912.479     -917.283        4.804   299.8
5.9810         -912.478     -917.253        4.775   297.9
5.9820         -912.476     -917.220        4.744   296.0
5.9830         -912.472     -917.186        4.714   294.1
5.9840         -912.467     -917.153        4.686   292.4
5.9850         -912.460     -917.121        4.661   290.8
5.9860         -912.452     -917.093        4.641   289.5
5.9870         -912.444     -917.068        4.625   288.6
5.9880         -912.434     -917.048        4.614   287.9
5.9890         -912.424     -917.033        4.609   287.5
5.9900         -912.414     -917.021        4.607   287.4
5.9910         -912.404     -917.014        4.610   287.6
5.9920         -912.394     -917.010        4.615   287.9
5.9930         -912.385     -917.008        4.623   288.4
5.9940         -912.376     -917.008        4.633   289.0
5.9950         -912.367     -917.011        4.643   289.7
5.9960         -912.359     -917.014        4.655   290.4
5.9970         -912.352     -917.019        4.667   291.2
5.9980         -912.345     -917.026        4.681   292.0
5.9990         -912.339     -917.034        4.696   293.0
6.0000         -912.334     -917.045        4.712   294.0
6.0010         -912.329     -917.059        4.730   295.1
6.0020         -912.325     -917.077        4.751   296.4
6.0030         -912.323     -917.098        4.775   297.9
6.0040         -912.322     -917.123        4.801   299.5
6.0050         -912.322     -917.151        4.829   301.3
6.0060         -912.324     -917.183        4.859   303.2
6.0070         -912.327     -917.217        4.890   305.1
6.0080         -912.332     -917.253        4.921   307.0
6.0090         -912.338     -917.287        4.949   308.8
6.0100         -912.345     -917.320        4.975   310.4
6.0110         -912.354     -917.350        4.996   311.7
6.0120         -912.364     -917.375        5.011   312.6
6.0130         -912.374     -917.394        5.020   313.2
6.0140         -912.385     -917.406        5.021   313.3
6.0150         -912.395     -917.411        5.015   312.9
6.0160         -912.406     -917.408        5.002   312.1
6.0170         -912.415     -917.396        4.981   310.8
6.0180         -912.423     -917.377        4.954   309.1
6.0190         -912.430     -917.352        4.922   307.1
6.0200         -912.435     -917.321        4.887   304.9
6.0210         -912.438     -917.287        4.850   302.6
6.0220         -912.439     -917.253        4.814   300.3
6.0230         -912.439     -917.220        4.781   298.3
6.0240         -912.437     -917.190        4.753   296.5
6.0250         -912.434     -917.164        4.731   295.1
6.0260         -912.429     -917.144        4.715   294.1
6.0270         -912.424     -917.129        4.705   293.5
6.0280         -912.419     -917.120        4.701   293.3
6.0290         -912.414     -917.115        4.702   293.3
6.0300         -912.408     -917.114        4.706   293.6
6.0310         -912.403     -917.116        4.713   294.0
6.0320         -912.399     -917.119        4.721   294.5
6.0330         -912.395     -917.123        4.729   295.0
6.0340         -912.391     -917.127        4.737   295.5
6.0350         -912.387     -917.130        4.743   295.9
6.0360         -912.384     -917.132        4.748   296.2
6.0370         -912.381     -917.131        4.750   296.4
6.0380         -912.378     -917.128        4.750   296.4
6.0390         -912.375     -917.123        4.748   296.2
6.0400         -912.372     -917.116        4.744   296.0
6.0410         -912.369     -917.107        4.738   295.6
6.0420         -912.365     -917.096        4.730   295.1
6.0430         -912.361     -917.084        4.723   294.6
6.0440         -912.357     -917.071        4.714   294.1
6.0450         -912.352     -917.059        4.707   293.7
6.0460         -912.347     -917.047        4.700   293.2
6.0470         -912.341     -917.036        4.695   292.9
6.0480         -912.335     -917.028        4.692   292.7
6.0490         -912.329     -917.021        4.692   292.7
6.0500         -912.324     -917.017        4.694   292.8
6.0510         -912.318     -917.016        4.698   293.1
6.0520         -912.313     -917.019        4.706   293.6
6.0530         -912.308     -917.024        4.717   294.3
6.0540         -912.303     -917.033        4.730   295.1
6.0550         -912.300     -917.045        4.745   296.1
6.0560         -912.297     -917.060        4.763   297.1
6.0570         -912.295     -917.076        4.781   298.3
6.0580         -912.294     -917.095        4.801   299.5
6.0590         -912.294     -917.115        4.821   300.8
6.0600         -912.295     -917.136        4.841   302.0
6.0610         -912.297     -917.156        4.859   303.2
6.0620         -912.300     -917.177        4.877   304.3
6.0630         -912.304     -917.197        4.893   305.3
6.0640         -912.308     -917.216        4.907   306.2
6.0650         -912.313     -917.233        4.919   306.9
6.0660         -912.319     -917.248        4.929   307.5
6.0670         -912.325     -917.262        4.937   308.0
6.0680         -912.332     -917.274        4.942   308.3
6.0690         -912.339     -917.285        4.946   308.6
6.0700         -912.346     -917.295        4.949   308.8
6.0710         -912.353     -917.304        4.951   308.9
6.0720         -912.360     -917.312        4.952   309.0
6.0730         -912.367     -917.320        4.953   309.0
6.0740         -912.374     -917.327        4.952   309.0
6.0750         -912.381     -917.333        4.951   308.9
6.0760         -912.389     -917.337        4.949   308.8
6.0770         -912.395     -917.340        4.945   308.5
6.0780         -912.402     -917.341        4.939   308.1
6.0790         -912.409     -917.339        4.930   307.6
6.0800         -912.414     -917.333        4.919   306.9
6.0810         -912.420     -917.323        4.904   305.9
6.0820         -912.424     -917.309        4.885   304.8
6.0830         -912.428     -917.291        4.864   303.5
6.0840         -912.430     -917.270        4.840   302.0
6.0850         -912.431     -917.246        4.815   300.4
6.0860         -912.431     -917.220        4.790   298.8
6.0870         -912.429     -917.195        4.766   297.3
6.0880         -912.427     -917.171        4.744   296.0
6.0890         -912.423     -917.149        4.726   294.8
6.0900         -912.419     -917.130        4.711   293.9
6.0910         -912.414     -917.115        4.701   293.3
6.0920         -912.408     -917.104        4.696   293.0
6.0930         -912.402     -917.098        4.696   293.0
6.0940         -912.397     -917.099        4.702   293.4
6.0950         -912.392     -917.107        4.715   294.2
6.0960         -912.387     -917.121        4.734   295.3
6.0970         -912.384     -917.142        4.758   296.9
6.0980         -912.382     -917.170        4.788   298.7
6.0990         -912.382     -917.203        4.821   300.8
6.1000         -912.383     -917.240        4.857   303.0
6.1010         -912.386     -917.279        4.892   305.2
6.1020         -912.391     -917.318        4.927   307.4
6.1030         -912.398     -917.354        4.957   309.3
6.1040         -912.406     -917.387        4.981   310.8
6.1050         -912.415     -917.412        4.998   311.8
6.1060         -912.424     -917.429        5.005   312.3
6.1070         -912.434     -917.436        5.002   312.1
6.1080         -912.444     -917.433        4.990   311.3
6.1090         -912.452     -917.419        4.967   309.9
6.1100         -912.460     -917.395        4.936   307.9
6.1110         -912.465     -917.363        4.898   305.6
6.1120         -912.469     -917.324        4.855   302.9
6.1130         -912.470     -917.281        4.811   300.1
6.1140         -912.469     -917.237        4.767   297.4
6.1150         -912.467     -917.195        4.728   295.0
6.1160         -912.462     -917.158        4.696   293.0
6.1170         -912.456     -917.129        4.673   291.6
6.1180         -912.449     -917.110        4.661   290.8
6.1190         -912.441     -917.102        4.661   290.8
6.1200         -912.434     -917.105        4.671   291.4
6.1210         -912.428     -917.120        4.692   292.8
6.1220         -912.422     -917.145        4.722   294.6
6.1230         -912.419     -917.177        4.758   296.9
6.1240         -912.417     -917.215        4.798   299.3
